seq,module,id,level,parent,name,card,type,label,description,label_ja,description_ja
2170,bus,bus-83,5,busG-14,accountantLocationIdentifierCrossReference,0..1,gl-gen:locationIdentifierItemType,Accountant Location ID cross reference,This code is used to associate the contact with a specific location for the Accountant. Its value should be the same as that of the accountantAddressLocationIdentifier,会計士所在地相互参照情報,担当者と会計士の所在地情報を関係付けるためのコード。\naccountantAddressLocationIdentifierと同じ値であるべき。
2180,bus,bus-84,5,busG-14,accountantContactActive,0..1,gl-gen:activeItemType,Accountant Contact Active,"Boolean to indicate whether the contact is active (=""true"") or inactive (=""false"")",会計士担当者有効性,担当者が有効か無効かを示すブール値。
2190,cor,corG-9,3,corG-3,identifierReference,0..n,_,Identifier Reference,"Identification for customer, vendor, or employee.",【CVE情報】,顧客、仕入先、従業員のための識別子。
2200,cor,cor-44,4,corG-9,identifierCode,0..1,identifierCodeItemType,ID Number (internal),Internal ID Number associated with identifierReference,CVE識別番号（内部）,identifierReferenceに関係付けられた、内部ID番号。
2210,cor,corG-10,4,corG-9,identifierExternalReference,0..n,_,External Authority,Structure containing references to an external authority associated with identifier,【外部機関】,識別子と関係付けられる外部機関への参照情報を含む構造体。
2220,cor,cor-45,5,corG-10,identifierAuthorityCode,0..1,identifierAuthorityCodeItemType,External Authority ID Number,"External Authority (e,g, Tax Authority) ID Number associated with identifierReference",外部機関付与識別番号,identifierReferenceと関係付けられる、外部機関（たとえば、税務署）によるID番号。
2230,cor,cor-46,5,corG-10,identifierAuthority,0..1,identifierAuthorityItemType,External Authority,Name of External Authority (e.g. Tax Authority),外部機関名,外部機関の名前（たとえば、税務署）
2240,cor,cor-47,5,corG-10,identifierAuthorityVerificationDate,0..1,identifierAuthorityVerificationDateItemType,External Authority Verification Date,Date on which the External Authority last performed a verification,外部機関認証日付,外部機関が最後に認証した日付。
2250,cor,cor-48,4,corG-9,identifierOrganizationType,0..1,gl-gen:identifierOrganizationTypeItemType,Identifier Organization Type,Identifier Organization Type,CVE組織種別,CVE識別子の組織種別。\n[設定値のリスト]\n(individual：個人)、(organization：組織)、(other：その他) 
2260,cor,cor-49,4,corG-9,identifierOrganizationTypeDescription,0..1,identifierOrganizationTypeDescriptionItemType,Identifier Organization Type Description,Free format description of the identifier organization type,CVE組織種別説明,CVE識別子の組織種別の説明。
2270,cor,cor-50,4,corG-9,identifierDescription,0..1,identifierDescriptionItemType,Identifier Description,Textual description of identifierReference.,CVE説明,identifierReferenceの説明。
2280,cor,cor-51,4,corG-9,identifierType,0..1,gl-gen:identifierTypeItemType,Identifier Type,"Entity type (enumerated): e.g., customer, vendor, employee.",CVE種別,実体の種別。例えば、顧客、仕入先、従業員。\n[設定値のリスト]\n(C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者) 
2290,cor,cor-52,4,corG-9,identifierCategory,0..1,identifierCategoryItemType,Identifier Category,"For use as Customer, Vendor or Employee Class (such as Residential/Commercial/Institutional/Government or Retail/Wholesale or other classifications used by business).",CVEカテゴリ,顧客、仕入先、従業員の分類に使用する。　（住居/商業/機関/政府や、小売/卸や、ビジネスで使用されるその他の分類）。
2300,cor,corG-11,4,corG-9,identifierEMail,0..n,_,Email Address,Email address for Identifier.,【Eメールアドレス】,CVE識別子のEメールアドレス。
2310,cor,cor-53,5,corG-11,identifierEmailAddressUsage,0..1,gl-gen:emailAddressUsageItemType,Identifer Email Address Usage,"Identifer Email Address Usage (e.g. Orders, Head Office, IR)",CVEEメールアドレス用途,CVE識別子のEメールアドレスの用途。(注文、本社、IRなど)
2320,cor,cor-54,5,corG-11,identifierEmailAddress,0..1,gl-gen:emailAddressItemType,Identifer Email Address,Identifer Email Address,CVEEメールアドレス,CVE識別子のEメールアドレス。
2330,cor,corG-12,4,corG-9,identifierPhoneNumber,0..n,_,Phone Number,Phone number related to Identifier.,【電話番号】,CVE識別子の電話番号。
2340,cor,cor-55,5,corG-12,identifierPhoneNumberDescription,0..1,gl-gen:phoneNumberDescriptionItemType,Identifier Phone Number Usage,"Identifier Phone Number Usage (e.g. Main, Investor relations, etc.)",CVE電話番号用途,CVE識別子の電話番号の用途。(代表、IR用など)\n[設定値のリスト]\n(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他) 
2350,cor,cor-56,5,corG-12,identifierPhone,0..1,gl-gen:phoneNumberItemType,Identifier Phone Number,Identifier Phone Number,CVE電話番号,CVE識別子の電話番号。
2360,cor,corG-13,4,corG-9,identifierFaxNumber,0..n,_,Fax Number Structure,Fax number structure related to identifier.,【FAX番号】,CVE識別子のFAX番号の構造体。
2370,cor,cor-57,5,corG-13,identifierFaxNumberUsage,0..1,gl-gen:faxNumberUsageItemType,Identifer Fax Number Usage,"Identifer Fax Number Usage (e.g. Orders, Head Office, IR)",CVEFAX番号用途,CVE識別子のFAX番号の用途。(注文、本社、IRなど)
2380,cor,cor-58,5,corG-13,identifierFax,0..1,gl-gen:faxNumberItemType,Identifer Fax Number,Identifer Fax Number,CVEFAX番号,CVE識別子のFAX番号。
2390,bus,bus-120,4,corG-9,identifierPurpose,0..1,identifierPurposeItemType,Identifier Purpose,"Freeform for codes like purchasing, billing, manufacturing at identifier level.",CVE目的,購買、請求、製造などの、CVE識別子のレベルのコードの自由記述。
2400,bus,busG-20,4,corG-9,identifierAddress,0..n,_,Address,"Address (block) of customer, vendor, employee for integration purposes, VAT.",【CVE住所】,統合目的やVATのための、顧客、仕入先、従業員の住所(ブロック)。
2410,bus,bus-121,5,busG-20,identifierAddressDescription,0..1,gl-gen:addressDescriptionItemType,Identifier Address Description,For use when the addressee identifier for this address is different than the primary description of the identified party.,CVE住所説明,この住所の宛先が、識別されたCVEの組織の代表記述と異なる場合に使用。
2420,bus,bus-122,5,busG-20,identifierAddressPurpose,0..1,gl-gen:addressPurposeItemType,Identifier Address Purpose,"Freeform for codes like shipping, billing, mailing at address level.  Allows identification of multiple purpose addresses for each identifier.",CVE住所目的,配送、請求、郵送のような、住所レベルのコードの自由記述。個々のCVE識別子に対して、複数の住所の用途を識別する。
2430,bus,bus-123,5,busG-20,identifierBuildingNumber,0..1,gl-gen:buildingNumberItemType,Building Number,Building Number for Identifier Address,CVE住所建物番号,CVE識別子の住所の建物番号。
2440,bus,bus-124,5,busG-20,identifierStreet,0..1,gl-gen:streetItemType,Street,Street address.,CVE住所通り,住所の通り。
2450,bus,bus-125,5,busG-20,identifierAddressStreet2,0..1,gl-gen:street2ItemType,Address Detail,Address Detail for Identifier Address,CVE住所詳細,CVE識別子の住所の詳細。
2460,bus,bus-126,5,busG-20,identifierCity,0..1,gl-gen:cityItemType,City,City,CVE住所都市,都市。
2470,bus,bus-127,5,busG-20,identifierStateOrProvince,0..1,gl-gen:stateOrProvinceItemType,State or Province,State or province,CVE住所州,州や地方。
2480,bus,bus-128,5,busG-20,identifierCountry,0..1,gl-gen:countryItemType,Country,Country,CVE住所国,国。
2490,bus,bus-129,5,busG-20,identifierZipOrPostalCode,0..1,gl-gen:zipOrPostalCodeItemType,Zip or Postal Code,Zip or other postal code,CVE住所郵便番号,郵便番号。
2500,bus,bus-130,5,busG-20,identifierAddressLocationIdentifier,0..1,gl-gen:locationIdentifierItemType,Identifier Address Location ID,A code used to identify the identifier and to associate it with contacts,CVE所在地識別子,CVE識別子を識別したり、担当者と関係付けるコード。
2510,cor,corG-14,4,corG-9,identifierContactInformationStructure,0..n,_,Identifier Contact Information Structure,Identifier Contact Information Structure,【CVE担当者情報】,CVE識別子の担当者情報の構造体。
2520,cor,cor-59,5,corG-14,identifierContactPrefix,0..1,gl-gen:contactPrefixItemType,Identifier Contact Prefix,"Prefix (e.g. Dr., Mr., Mrs.)",CVE担当者敬称,敬称(Dr.、Mr.、Mrs.など)
2530,cor,cor-60,5,corG-14,identifierContactLastName,0..1,gl-gen:contactLastNameItemType,Identifier Contact Last Name,Identifier Contact Last or Family Name,CVE担当者姓,CVE識別子の担当者の姓
2540,cor,cor-61,5,corG-14,identifierContactFirstName,0..1,gl-gen:contactFirstNameItemType,Identifier Contact First Name,First or given name,CVE担当者名,名、クリスチャンネーム
2550,cor,cor-62,5,corG-14,identifierContactSuffix,0..1,gl-gen:contactSuffixItemType,Identifier Contact Suffix,"Suffix (e.g. MD, CPA, Jr.)",CVE担当者付加名称\n,付加名称(MD、CPA、Jr.など)
2560,cor,cor-63,5,corG-14,identifierContactAttentionLine,0..1,gl-gen:contactAttentionLineItemType,Identifier Contact Attention Line,Attention Line,CVE担当者アテンションライン,アテンションライン
2570,cor,cor-64,5,corG-14,identifierContactPositionRole,0..1,gl-gen:contactPositionRoleItemType,Identifier Contact Position/Role,Position or Role,CVE担当者地位/役職,地位や役職
2580,cor,corG-15,5,corG-14,identifierContactPhone,0..n,_,Identifier Contact Phone,Phone Number,【CVE担当者電話番号】,電話番号
2590,cor,cor-65,6,corG-15,identifierContactPhoneNumberDescription,0..1,gl-gen:phoneNumberDescriptionItemType,Identifier Contact Phone Number Usage,"Identifier Contact Phone Number Usage (Main, Investor Relations, etc.)",CVE担当者電話番号用途,CVE識別子の担当者の電話番号の用途。(代表、IR用など)\n[設定値のリスト]\n(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR担当者)、(main：代表)、(switchboard：交換台)、(other：その他) 
2600,cor,cor-66,6,corG-15,identifierContactPhoneNumber,0..1,gl-gen:phoneNumberItemType,Identifier Contact Phone Number,Identifier Contact Phone Number,CVE担当者電話番号,CVE識別子の担当者の電話番号。
2610,cor,corG-16,5,corG-14,identifierContactFax,0..n,_,Identifier Contact Fax Number,Fax Number,【CVE担当者FAX番号】,FAX番号。
2620,cor,cor-67,6,corG-16,identifierContactFaxNumberUsage,0..1,gl-gen:faxNumberUsageItemType,Identifer Contact Fax Number Usage,"Identifer Contact Fax Number Usage (e.g. Orders, Head Office, IR)",CVE担当者FAX番号用途,CVE識別子の担当者のFAX番号の用途。(注文、本社、IRなど)
2630,cor,cor-68,6,corG-16,identifierContactFaxNumber,0..1,gl-gen:faxNumberItemType,Identifer Contact Fax Number,Identifer Contact Fax Number,CVE担当者FAX番号,CVE識別子の担当者のFAX番号。
2640,cor,corG-17,5,corG-14,identifierContactEmail,0..n,_,Identifier Contact Email Address,Email Address,【CVE担当者Eメールアドレス】,Eメールアドレス。
2650,cor,cor-69,6,corG-17,identifierContactEmailAddressUsage,0..1,gl-gen:emailAddressUsageItemType,Identifer Contact Email Address Usage,"Identifer Contact Email Address Usage (e.g. Orders, Head Office, IR)",CVE担当者Eメールアドレス用途,CVE識別子の担当者のEメールアドレスの用途。(注文、本社、IRなど)
2660,cor,cor-70,6,corG-17,identifierContactEmailAddress,0..1,gl-gen:emailAddressItemType,Identifer Contact Email Address,Identifer Contact Email Address,CVE担当者Eメールアドレス,CVE識別子の担当者のEメールアドレス。
2670,cor,cor-71,5,corG-14,identifierContactType,0..1,gl-gen:contactTypeItemType,Identifier Contact Type,Identifier Contact Type,CVE担当者種別,CVE識別子の担当者の種別
2680,bus,bus-131,5,corG-14,identifierLocationIdentifierCrossReference,0..1,gl-gen:locationIdentifierItemType,Identifier Address Location ID Cross Reference,This code is used to associate the contact with a specific location for the Identifier. Its value should be the same as that of the identifierAddressLocationIdentifier,CVE所在地相互参照情報,担当者とCVE識別子の所在地を関係付けるためのコード。identifierAddressLocationIdentifierと同じ値であるべき。
2690,cor,cor-72,4,corG-9,identifierActive,0..1,gl-gen:activeItemType,Identifier Active,"Boolean to indicate whether the identifier is active (=""true"") or inactive (=""false"")",CVE有効性,CVE識別子が有効か無効かを示すブール値。
2700,bus,busG-18,3,corG-3,reportingCalendar,0..n,_,Reporting Calendar,A tool to collect the periods used to summarise results from transactions.,【報告カレンダー】,取引の結果をまとめるための期間を集めるもの。
2710,bus,bus-85,4,busG-18,reportingCalendarCode,0..1,reportingCalendarCodeItemType,Reporting Calendar Code,"The code used to identify this specific reporting calendar, unique across periods",報告カレンダーコード,この報告カレンダーを識別するコード。複数期間にわたって一意。
2720,bus,bus-86,4,busG-18,reportingCalendarDescription,0..1,reportingCalendarDescriptionItemType,Reporting Calendar Description,A description of the reporting calendar (associated with the reportingCalendarCode given),報告カレンダー説明,報告カレンダーの説明（reportingCalendarCodeと関係付けられる）。
2730,bus,bus-87,4,busG-18,reportingCalendarTitle,0..1,reportingCalendarTitleItemType,Reporting Calendar Title,A description of the reporting period. The actual beginning and ending dates are found within the 'reportingCalendarPeriod' structure,報告カレンダータイトル,報告期間の説明。実際の開始日及び終了日はreportingCalendarPeriodに記述する。
2740,bus,bus-88,4,busG-18,reportingCalendarPeriodType,0..1,reportingCalendarPeriodTypeItemType,Code Related to Type of Periods,"A code for the type of period involved. Enumerated as: monthly, quarterly, semi-annually, 4-5-4, ad-hoc, other.",期間種別コード,報告期間の種別コード。月次、四半期ごと、半期ごと、4-5-4、随時、その他\n[設定値のリスト]\n(monthly：月次)、(quarterly：四半期ごと)、(semi-annually：半期ごと)、(4-5-4：4-5-4)、(ad-hoc：随時)、(other：その他) \n
2750,bus,bus-89,4,busG-18,reportingCalendarPeriodTypeDescription,0..1,reportingCalendarPeriodTypeDescriptionItemType,Description of periods,A description of the type of period involved.,期間種別説明,報告期間の種別の説明。
2760,bus,bus-90,4,busG-18,reportingCalendarOpenClosedStatus,0..1,reportingCalendarOpenClosedStatusItemType,Closed status,"An identifier on whether the reporting calendar is still open for activity. enumerated, ""open"", ""closed"", ""pending""",締状態,報告カレンダーがオープンかどうかを示す識別子。オープン、締切り済み、保留中\n[設定値のリスト]\n(open：オープン)、(closed：締切り済み)、(pending：保留中) \n
2770,bus,bus-91,4,busG-18,reportingPurpose,0..1,gl-gen:accountingMethodPurposeItemType,Reporting Purpose,A description of the accounting set of books involved. Uses enumeration from accounting method purpose.,報告目的,帳簿の集合の説明。会計処理方法の目的の列挙値を使用する。\n[設定値のリスト]\n(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)
2780,bus,bus-92,4,busG-18,reportingPurposeDescription,0..1,reportingPurposeDescriptionItemType,Reporting Purpose Description,Free format description of the reporting purpose,報告目的説明,報告目的の説明。
2790,bus,busG-19,4,busG-18,reportingCalendarPeriod,0..n,_,Reporting Calendar Period,A tool to collect a specific set of periods used to summarize results from transactions.,【報告カレンダー期間】,取引の結果をまとめるための特定の期間を集めるもの。
2800,bus,bus-93,5,busG-19,periodIdentifier,0..1,periodIdentifierItemType,Reporting Period Identifier,An identifier for this period in this calendar,報告期間識別子,このカレンダーにおけるこの期間の識別子。
2810,bus,bus-94,5,busG-19,periodDescription,0..1,periodDescriptionItemType,Period Description,A description of this specific reporting period in this calendar.,期間説明,このカレンダーにおけるこの特定の期間の説明。
2820,bus,bus-95,5,busG-19,periodStart,0..1,periodStartItemType,Period Start Date,The beginning date/time of a period,期間開始日付,期間の開始日付/時刻\n
2830,bus,bus-96,5,busG-19,periodEnd,0..1,periodEndItemType,Period End Date,The ending date/time of a period,期間終了日付,期間の終了日付/時刻\n
2840,bus,bus-97,5,busG-19,periodClosedDate,0..1,periodClosedDateItemType,Period Closed Date,"The date/time a period has been closed for activity. If this is present with a nill value (xsi:nill=""true"") then the period is not closed.",期間締日付,"この期間の活動が締め切られた日付/時刻。この値がニル値(xsi:nill=""true"")であれば、この期間は、締め切られていない。"
2850,cor,corG-4,2,corG-1,entryHeader,0..n,_,Entry Information,Parent for entry headers/journal entry headers.,【仕訳情報】,エントリヘッダー/仕訳記入ヘッダーの親タグ。
2860,cor,cor-10,3,corG-4,postedDate,0..1,postedDateItemType,Date Posted,Date this entry was posted (validated) to the general ledger. May not represent the date of accounting significance which is represented by 'postingDate'.,転記済日付,この仕訳が総勘定元帳に転記された(検証された)日付。 postingDateで示されるような会計上意味のある日付を表さないかもしれない。
2870,cor,cor-11,3,corG-4,enteredBy,0..1,enteredByItemType,Entry Creator,Initials/name of operator originally entering.,仕訳作成者,最初に入力したオペレータのイニシャル/名前。
2880,bus,bus-98,3,corG-4,enteredByModified,0..1,enteredByModifiedItemType,Entry Last Modifier,Identification for the last person modifying this entry before posting.,仕訳最終更新者,転記前に最後にこの仕訳を修正した者の識別子。
2890,cor,cor-12,3,corG-4,enteredDate,0..1,enteredDateItemType,Entry Date,"Represents the actual date/time of entry into computer (automated from system date, often misrepresented by changing system clock). Posting dates are maintained separately.",入力日付,コンピュータへ入力した実際の日付/時刻(システム日付から自動的に与えられ、システム時計の変更により、しばしば誤った値になる)を示す。 転記日付とは別に管理される。
2900,bus,bus-99,3,corG-4,entryResponsiblePerson,0..1,entryResponsiblePersonItemType,Responsible Person,Identifier of person who created or originated or is otherwise responsible for the entry.,責任者,仕訳を作成したか、仕訳に責任を持つ者の識別子。
2910,cor,cor-13,3,corG-4,sourceJournalID,0..1,gl-gen:sourceJournalIDItemType,Source Journal,"Source journal. The code of the journal in which the entry is processed. The code must be a unique indication for a journal and is selected from the following enumerated list:\ncd      cash disbursements (sending cheques to vendors)\ncr      cash receipts (receiving cheques from others)\nfa      fixed assets\ngi      giro/other bank adjustments\ngj      general journal\nim      inventory management\njc      job cost\npj      purchase journal (liabilities from purchases)\npl      payroll journal\nsj      sales journal\nse      standard entries\nud      user defined\not      other sources of entries""",元仕訳帳種別,元仕訳帳。仕訳が処理される仕訳帳のコード。コードは仕訳帳に一意な指標であり、以下から選択する。\n出金(仕入先への小切手送付)、入金(他者からの小切手受領)、固定資産、振替、一般仕訳帳、在庫管理、個別原価、仕入帳(仕入による負債)、賃金台帳、売上台帳、通常仕訳、ユーザ定義、その他\n[設定値のリスト]\n(cd：出金)、(cr：入金)、(fa：固定資産)、(gi：振替)、(gj：一般仕訳帳)、(im：在庫管理)、(jc：個別原価)、(pj：仕入帳)、(pl：賃金台帳)、(sj：売上台帳)、(se：通常仕訳)、(ud：ユーザ定義)、(ot：その他)
2920,bus,bus-100,3,corG-4,sourceJournalDescription,0..1,sourceJournalDescriptionItemType,Journal Description,"Source journal (full description of general journal, payroll journal, accountant entries). A more easily readable journal indication. The most common journals are: Purchases, Sales, Cash, and General Journal.",元仕訳帳説明,元仕訳帳(一般仕訳、給与台帳、会計士入力の完全な説明)。 よりわかりやすい仕訳帳の指標。 最も一般的な仕訳帳は、次の通り。 仕入、売上、現金、一般仕訳。
2930,cor,cor-14,3,corG-4,entryType,0..1,gl-gen:entryTypeItemType,Type Identifier,"One of the following enumerated list: adjusting, budget, comparative, external-accountant, standard, passed-adjusting, eliminating, proposed, recurring, reclassifying, simulated, tax, other",種別識別子,以下の値のうちのひとつ。\n整理、予算、比較、外部会計士、通常、無視、消去、提案、反復、組替、シミュレーション、税、その他\n[設定値のリスト]\n(adjusting：整理)、(budget：予算)、(comparative：比較)、(external-accountant：外部会計士)、(standard：通常)、(passed-adjusting：無視)、(eliminating：消去)、(proposed：提案)、(recurring：反復)、(reclassifying：組替)、(simulated：シミュレーション)、(tax：税)、(other：その他)
2940,bus,bus-101,3,corG-4,entryOrigin,0..1,entryOriginItemType,Entry Origin,"Origin of entry: accrual, manual entry, imported entry, exchange gain or loss",仕訳起源,仕訳の起源。発生、手入力、インポート入力、為替換算による損益。
2950,cor,cor-15,3,corG-4,entryNumber,0..1,entryNumberItemType,Entry Identifier,Identifier within source journal,仕訳識別子,元仕訳帳中の識別子。
2960,cor,cor-16,3,corG-4,entryComment,0..1,entryCommentItemType,Entry Description,Description of entry described by this entry header (e.g. Opening Balance),仕訳説明,このエントリヘッダーによって説明された仕訳の説明(例えば、期首残高)\n
2970,cor,cor-17,3,corG-4,qualifierEntry,0..1,gl-gen:qualifierEntryItemType,Entry Qualifier,"Entry Qualifier - An enumerated field that qualifies the type of entry, specifically useful for general ledger and trial balance environments when it is important to state the values represented are summarized as of the reporting date - opening or closing balances. In accounting systems, this is often known as BBF (balance brought forward.) Permitted values are: standard, balance-brought-forward and other.",仕訳修飾子,仕訳の修飾子。総勘定元帳や試算表で、開始残高や決算残高のように、記された値が報告日で集約されていることを明示することが重要なときに有用な、仕訳の種別を修飾するもの。会計システムにおいて、BBF（繰越残高）として知られるもの。指定可能な値は以下。標準、繰越残高、その他\n[設定値のリスト]\n(standard：標準)、(balance-brought-forward：繰越残高)、(other：その他) 
2980,cor,cor-18,3,corG-4,qualifierEntryDescription,0..1,qualifierEntryDescriptionItemType,Entry Qualifier Description,Free format description of the entry qualifier,仕訳修飾子説明,仕訳の修飾子の説明。
2990,bus,bus-102,3,corG-4,postingCode,0..1,postingCodeItemType,Posting Code,"Code for posting to period, e.g., period 1-13, based on codes in an accounting period file. We do not recommend that software vendors export here, but suggest providing period end numbers for the buckets. Possibilities W1 through W53, M1 through M13, Q1-Q4. Developers and others creating output files are encouraged to supply an actual end date.",転記コード,転記の期間を表すコード。例えば、会計期間ファイルのコードにもとづく期間１～１３。ソフトウエアベンダーが、この値をエクスポートすることは推奨しない。期間の最終番号を提供することを勧める。可能な値としては、W1からW53、M1からM13、Q1からQ4など。開発者や出力ファイルの作成者には、実際の終了日付を提供することを勧める。
3000,bus,bus-103,3,corG-4,batchID,0..1,batchIDItemType,Batch ID for Entry Group,ID for a batch for this group of entries,仕訳グループ識別子,この仕訳の集合に付ける、束の識別子。
3010,bus,bus-104,3,corG-4,batchDescription,0..1,batchDescriptionItemType,Batch Description,Description of this batch,仕訳グループ説明,この仕訳の束の説明。
3020,bus,bus-105,3,corG-4,numberOfEntries,0..1,numberOfEntriesItemType,Number of Entries,The total number of entries.,仕訳総数,仕訳の総数。
3030,bus,bus-106,3,corG-4,totalDebit,0..1,totalDebitItemType,Total Debits,The total of all debit amounts.,借方合計,借方金額の合計値。
3040,bus,bus-107,3,corG-4,totalCredit,0..1,totalCreditItemType,Total Credits,The total of all credit amounts.,貸方合計,貸方金額の合計値。
3050,cor,cor-19,3,corG-4,bookTaxDifference,0..1,gl-gen:bookTaxDifferenceItemType,Type of Difference Between Book and Tax,"Enumerated field with possible values of permanent, temporary or none indicating the type of difference between book and tax accounting methods. Omission of this field is equivalent to ""none""",帳簿価税務簿価差異種別,帳簿と税務会計処理方法との差異の種別を示す値。永久か一時的かまたは無し。値の省略時は「無し」と同じ。\n[設定値のリスト]\n(permanent：永久)、(temporary：一時的)、(none：無し)
3060,bus,bus-108,3,corG-4,eliminationCode,0..1,eliminationCodeItemType,Elimination Code,Informs destination ledger this is an intracompany entry which eliminates in consolidation,相殺消去コード,連結決算時に消去される連結会社間仕訳であることを、受取側の元帳に通知する。
3070,bus,bus-109,3,corG-4,budgetScenarioPeriodStart,0..1,budgetScenarioPeriodStartItemType,Budget Scenario Period Start,Start of period covered by associated budgetScenario,予算シナリオ期間開始日付,関係付けられたbudgetScenarioがカバーする期間の開始日。
3080,bus,bus-110,3,corG-4,budgetScenarioPeriodEnd,0..1,budgetScenarioPeriodEndItemType,Budget Scenario Period End,End of period covered by associated budgetScenario,予算シナリオ期間終了日付,関係付けられたbudgetScenarioがカバーする期間の終了日。
3090,bus,bus-111,3,corG-4,budgetScenarioText,0..1,budgetScenarioTextItemType,Scenario Description,Text related to budgetScenario,シナリオ説明,budgetScenarioに関する記述。
3100,bus,bus-112,3,corG-4,budgetScenario,0..1,budgetScenarioItemType,Scenario Code,"Code for a budget scenario identifier (such as PB for 'preliminary budget', or RB for 'revised budget', or other identifier for entryType)",シナリオコード,予算シナリオの識別コード。例えば、「PB」（予備予算）、「RB」（補正予算）、または他の仕訳種別の識別子。
3110,bus,bus-113,3,corG-4,budgetAllocationCode,0..1,budgetAllocationCodeItemType,Budget Allocation Code,"Code associated with the calculation formula: e.g. (D)ivide by number of periods, (T)otal for period given",予算配分コード,計算式に関係付けられたコード。例えば、期間数での分割、与えられた期間の合計\n[設定値のリスト]\n(D：期間数での分割)、(T：与えられた期間の合計) 
3120,usk,usk-1,3,corG-4,reversingStdId,0..1,reversingStdIdItemType,"ID for Reversing, Standard or Master Entry","For standard, reversing, master, cancelling or other entries an ID associated with those entries.",反対/通常/マスタ仕訳識別子,通常、反対、マスタ、取消または他の仕訳のための、それらの仕訳を関連付けるID。
3130,usk,usk-2,3,corG-4,recurringStdDescription,0..1,recurringStdDescriptionItemType,Recurring Standard Description,Description to accompany standard or recurring ID,反復通常仕訳説明,通常仕訳または反復仕訳のIDの説明。
3140,usk,usk-3,3,corG-4,frequencyInterval,0..1,frequencyIntervalItemType,Frequency Interval,"For standard or recurring journals, how often entry may be made: every frequencyInterval frequencyUnit, such as every 7 (interval) days (unit) or every 1 (interval) quarter (unit). This field represents the interval.\n",頻度間隔,通常または反復仕訳において、仕訳が記入される頻度。frequencyInterval、frequencyUnitごと、たとえば7(interval)日(unit)ごと、1(interval)四半期(unit)ごとなどにおける、intervalを示す。
3150,usk,usk-4,3,corG-4,frequencyUnit,0..1,frequencyUnitItemType,Frequency Unit,"For standard or recurring journals, how often entry may be made: every frequencyInterval frequencyUnit, such as every 7 (interval) days (unit) or every 1 (interval) quarter (unit). This field represents the unit.\n",頻度単位,通常または反復仕訳において、仕訳が記入される頻度。frequencyInterval、frequencyUnitごと、たとえば7(interval)日(unit)ごと、1(interval)四半期(unit)ごとなどにおける、unitを示す。
3160,usk,usk-5,3,corG-4,repetitionsRemaining,0..1,repetitionsRemainingItemType,Repetitions Remaining,Number of times that the recurring entry will repeat,反復残回数,反復仕訳の繰り返し予定数。
3170,usk,usk-6,3,corG-4,nextDateRepeat,0..1,nextDateRepeatItemType,Next Date Repeat,Date next repeated or standard posted,次回反復日付,次回の反復あるいは通常の転記日。
3180,usk,usk-7,3,corG-4,lastDateRepeat,0..1,lastDateRepeatItemType,Last Date Repeat,Date last repeated or standard posted,前回反復日付,前回の反復あるいは通常の転記日。
3190,usk,usk-8,3,corG-4,endDateRepeatingEntry,0..1,endDateRepeatingEntryItemType,End Date of Repeating Entry,"For standard or recurring journals, stop date/time for repetitive entry.",反復仕訳終了日付,通常仕訳または反復仕訳のための、反復入力の終了日付/時刻。
3200,usk,usk-9,3,corG-4,reverse,0..1,reverseTypeItemType,Reverse,Should entry be reversed?,反対仕訳要否,仕訳が取り消されるべきか。
3210,usk,usk-10,3,corG-4,reversingDate,0..1,reversingDateItemType,Reversing Date,Date this entry should be reversed,反対仕訳日付,この仕訳が取り消されるべき日付。
3220,cor,cor-20,3,corG-4,entryNumberCounter,0..1,counterItemType,Entry Number Counter,Unique reference for the entry - a numeric counter,仕訳番号カウンタ,仕訳の一意なリファレンス　　カウンタ
3230,cor,corG-5,3,corG-4,entryDetail,0..n,_,Entry Detail,Parent for entry detail,【仕訳明細】,仕訳明細の親タグ。
3240,cor,cor-21,4,corG-5,lineNumber,0..1,lineNumberItemType,Line Number,Identifier for a particular entry detail\n,明細行番号,仕訳明細の識別子。
3250,cor,cor-22,4,corG-5,lineNumberCounter,0..1,counterItemType,Line Number Counter,Unique reference for the line - a numeric counter,明細行番号カウンタ,明細行の一意なリファレンス　　カウンタ
