SemSort,ID,Section,PINTCard,Aligned,AlignedCard,Level,BT,BT_ja,DT,Desc,Desc_ja,Explanation,Explanation2,Example,SyntSort,element,UBLdatatype,XPath,selectors,Code list,SyntaxCard,UBLOccurrence,CAR,AlignedRule,SharedRule,CodelistRule,PooledRule
2270,ibt-172,Aligned,0..1,,0..1,3,Account post code,支払先口座郵便番号,Text,The identifier for an addressable group of properties according to the relevant postal service.,支払先口座郵便番号,税務代理人が所在する市、町、村の通称。,,,2660,cbc:PostalZone,udt:TextType,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:PostalZone,,,0..1,0..1,,,,,
2280,ibt-173,Aligned,0..1,,0..1,3,Account country subdivision,支払先口座住所 都道府県,Text,"The subdivision of a country. Such as a region, a county, a state, a province etc..",支払先口座住所 都道府県,税務代理人の住所の郵便番号。,,,2670,cbc:CountrySubentity,udt:TextType,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CountrySubentity,,,0..1,0..1,,,,,
2290,ibt-174,Aligned,0..1,,0..1,3,Account address line 3,支払先口座住所欄3,Text,An additional address line in an address that can be used to give further details supplementing the main line.,支払先口座住所欄3,税務代理人の住所の地方区分。,日本の場合は、都道府県。,,2690,cbc:Line,xsd:string,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:AddressLine/cbc:Line,,,1..1,1..1,CAR-3,,NOBU: may need rule for restrict maximum once.,,
2300,ibt-175,Aligned,0..1,,0..1,3,Account country code,支払先口座国コード,Code,A code that identifies the country.,支払先口座国コード,税務代理人の住所の国コード。,ISO 3166で規定されたアルファベット2文字のコード。,,2710,cbc:IdentificationCode,udt:CodeType,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:Country/cbc:IdentificationCode,,ISO3166,1..1,0..1,,,,,
2310,ibg-18,Shared,0..1,,0..1,2,PAYMENT CARD INFORMATION,支払カード情報,,A group of business terms providing information about card used for payment contemporaneous with invoice issuance.,支払カード情報,請求書発行と同時に支払に使用されるカードに関する情報を提供するビジネス用語のグループ。,買い手がクレジットカードやデビットカードなどの支払いカードを使用することを選択した場合にのみ使用。,,2530,cac:CardAccount,cac:CardAccountType,/ubl:Invoice/cac:PaymentMeans/cac:CardAccount,,,0..1,0..1,,[aligned-ibrp-17]-The last 4 to 6 digits of the Payment card primary account number (ibt-87) MUST be present if Payment card information (ibg-18) is provided in the Invoice.,[ibr-66]-An Invoice MUST contain maximum one Payment Card account (ibg-18).,,[aligned-ibrp-17]-The last 4 to 6 digits of the Payment card primary account number (ibt-87) MUST be present if Payment card information (ibg-18) is provided in the Invoice.
2320,ibt-087,Shared,1..1,,1..1,3,Payment card primary account number,支払カード番号,Text,The Primary Account Number (PAN) of the card used for payment.,支払カード番号,支払に使用するカードの支払カード番号。,カード支払セキュリティ基準に従って、請求書にはカードの主要口座番号を完全に含めない。現時点では、PCI Security Standards Council は、最初の6桁と最後の4桁が表示される最大桁数であると定義。,,2540,cbc:PrimaryAccountNumberID,udt:IdentifierType,/ubl:Invoice/cac:PaymentMeans/cac:CardAccount/cbc:PrimaryAccountNumberID,,,1..1,1..1,,,,,
2330,ibt-088,Shared,0..1,,0..1,3,Payment card holder name,カード名義人氏名,Text,The name of the payment card holder.,カード名義人氏名,支払カード所有者の氏名。,,,2560,cbc:HolderName,udt:NameType,/ubl:Invoice/cac:PaymentMeans/cac:CardAccount/cbc:HolderName,,,0..1,0..1,,,,,
2340,ibg-19,Aligned,0..1,,0..1,2,DIRECT DEBIT,自動口座引落,,A group of business terms to specify a direct debit.,自動口座引落,口座引落しを指定するビジネス条件の情報を提供するビジネス用語のグループ。,,,2720,cac:PaymentMandate,cac:PaymentManudt:DateType,/ubl:Invoice/cac:PaymentMeans/cac:PaymentMandate,,,0..1,0..1,,,[ibr-67]-An Invoice MUST contain maximum one Payment Mandate (ibg-19).,,
2350,ibt-089,Shared,0..1,,0..1,3,Mandate reference identifier,マンデーション参照ID,Identifier,Unique identifier assigned by the Payee for referencing the direct debit mandate.,マンデーション参照ID,口座振替依頼を参照するために受取人によって割り当てられた固有ID。,買い手に事前通知するために使用する。SEPA口座振替である旨を通知するために受取人(支払先)によって割り当てられた固有ID。,,2730,cbc:ID,udt:IdentifierType,/ubl:Invoice/cac:PaymentMeans/cac:PaymentMandate/cbc:ID,,,0..1,0..1,,[aligned-ibrp-19]-Mandate reference (ibt-89) MUST be provided for direct debit.,,,[aligned-ibrp-19]-Mandate reference (ibt-89) MUST be provided for direct debit.
2360,ibt-090,Aligned,0..1,,0..1,3,Bank assigned creditor identifier,銀行が裁判した債権者の識別子,Identifier,Unique banking reference identifier of the Payee or Seller assigned by the Payee or Seller bank.,銀行が裁判した債権者の識別子,売り手や支払先の取引銀行が一意に割り当てた売り手や支払先の銀行参照識別子。,SEPA口座振替を買い手に事前に通知するために使用。,,1510,cbc:ID,udt:IdentifierType,"/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyIdentification[cac:ID/@schemeID = ""SEPA""]/cbc:ID",,,1..1,1..1,CAR-3,,NOBU: may need MUST occur maximum once.,,
2370,ibt-091,Shared,0..1,,0..1,3,Debited account identifier,自動引落口座ID,Identifier,The account to be debited by the direct debit.,自動引落口座ID,自動口座引落によって引き落としがされる銀行口座ID。,,,2750,cbc:ID,udt:IdentifierType,/ubl:Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:ID,,,1..1,0..1,,,,,
2380,ibg-35,Aligned,0..n,,0..n,1,Paid amounts,支払済金額,,Breakdown of the paid amount deducted from the amount due.,支払済金額,請求書通貨での支払済金額を提供するビジネス用語のグループ。,,,2810,cac:PrepaidPayment,cac:PaymentType,/ubl:Invoice/cac:PrepaidPayment,,,0..n,0..n,,,,,
2390,ibt-179,Aligned,0..1,,0..1,2,Payment identifier,支払ID,Identifier,"An identifier that references the payment, such as bank transfer identifier.",支払ID,銀行振込のIDなど、支払を参照するID,,,2820,cbc:ID,udt:IdentifierType,/ubl:Invoice/cac:PrepaidPayment/cbc:ID,,,0..1,0..1,,,,,
2400,ibt-180,Aligned,0..1,Aligned,1..1,2,Paid amount,支払済金額,Amount,The amount of the payment in the invoice currency.,支払済金額,請求書通貨での支払済金額。,日本では必須項目。,,2830,cbc:PaidAmount,udt:AmountType,/ubl:Invoice/cac:PrepaidPayment/cbc:PaidAmount,,,1..1,0..1,CAR-2,,[ibr-93]-If there is a paid amount (ibt-18) then total paid amount (ibt-113) MUST exist.,,[aligned-ibrp-7]-The sum of paid amounts (ibt-18) MUST equal the total prepaid amount (ibt-113).
2410,ibt-181,Aligned,0..1,,0..1,2,The date when the paid amount is debited to the invoice.,支払済金額が請求書に差引記載される日,Date,The date when the prepaid amount was received by the seller.,支払済金額が請求書に差引記載される日,前払金額を売り手が受領した日。,日付表示は西暦表示で、YYYY-MM-DD となる。,,2840,cbc:ReceivedDate,udt:DateType,/ubl:Invoice/cac:PrepaidPayment/cbc:ReceivedDate,,,0..1,0..1,,,,,
2420,ibt-182,Aligned,0..1,,0..1,2,Payment type,支払タイプ,Code,The type of the the payment.,支払タイプ,支払いのタイプ。,,,2850,cbc:InstructionID,udt:IdentifierType,/ubl:Invoice/cac:PrepaidPayment/cbc:InstructionID,,,0..1,0..1,,,,,
2430,ibg-20,Shared,0..n,,0..n,1,DOCUMENT LEVEL ALLOWANCES,請求書レベルの返金,,A group of business terms providing information about allowances applicable to the Invoice as a whole.,請求書レベルの返金,請求書レベルの返金に関する情報を提供するビジネス用語のグループ。,,,2860,cac:AllowanceCharge,cac:AllowanceChargeType,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator = false()],cbc:ChargeIndicator = false(),,0..n,0..n,,"[aligned-ibrp-32jp]-Each Document level allowance (ibg-2) MUST have a Document level allowance tax category code (ibt-95) and Document level allowance tax rate (ibt-96)..
[aligned-ibrp-e-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Exempt from tax"" MUST contain exactly one tax breakdown (ibg-23) with the tax category code (ibt-118) equal to ""Exempt from tax"".
[aligned-ibrp-e-6]-In a Document level allowance (ibg-2) where the Document level allowance tax category code (ibt-95) is ""Exempt from tax"", the Document level allowance tax rate (ibt-96) MUST be  (zero).
[aligned-ibrp-g-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Export"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Export"".
[aligned-ibrp-g-6]-In a Document level allowance (ibg-2) where the Document level allowance tax category code (ibt-95) is ""Export"" the Document level allowance tax rate (ibt-96) MUST be  (zero).
[aligned-ibrp-o-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Not subject to tax"" MUST contain exactly one tax breakdown group (ibg-23) with the tax category code (ibt-118) equal to ""Not subject to tax"".
[aligned-ibrp-o-6]-A Document level allowance (ibg-2) where tax category code (ibt-95) is ""Not subject to tax"" MUST not contain a Document level allowance tax rate (ibt-96).","[ibr-31]-Each Document level allowance (ibg-2) MUST have a Document level allowance amount (ibt-92).
[ibr-33]-Each Document level allowance (ibg-2) MUST have a Document level allowance reason (ibt-97) or a Document level allowance reason code (ibt-98).",,"[aligned-ibrp-32]-Each Document level allowance (ibg-2) MUST have a Document level allowance tax category code (ibt-95).
[aligned-ibrp-ae-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Reverse charge"" MUST contain in the tax Breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Tax reverse charge"".
[aligned-ibrp-ae-3]-An Invoice that contains a Document level allowance (ibg-2) where the Document level allowance tax category code (ibt-95) is ""Reverse charge"" MUST contain the Seller tax Identifier (ibt-31), the Seller tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63) and the Buyer tax identifier (ibt-48) and/or the Buyer legal registration identifier (ibt-47).
[aligned-ibrp-ae-6]-In a Document level allowance (ibg-2) where the Document level allowance tax category code (ibt-95) is ""Reverse charge"" the Document level allowance tax rate (ibt-96) MUST be greater than zero.
[aligned-ibrp-e-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Exempt from tax"" MUST contain exactly one tax breakdown (ibg-23) with the tax category code (ibt-118) equal to ""Exempt from tax"".
[aligned-ibrp-e-3]-An Invoice that contains a Document level allowance (ibg-2) where the Document level allowance tax category code (ibt-95) is ""Exempt from tax"" MUST contain the Seller tax Identifier (ibt-31), the Seller tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-e-6]-In a Document level allowance (ibg-2) where the Document level allowance tax category code (ibt-95) is ""Exempt from tax"", the Document level allowance tax rate (ibt-96) MUST be  (zero).
[aligned-ibrp-g-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Export"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Export"".
[aligned-ibrp-g-3]-An Invoice that contains a Document level allowance (ibg-2) where the Document level allowance tax category code (ibt-95) is ""Export"" MUST contain the Seller tax Identifier (ibt-31) or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-g-6]-In a Document level allowance (ibg-2) where the Document level allowance tax category code (ibt-95) is ""Export"" the Document level allowance tax rate (ibt-96) MUST be  (zero).
[aligned-ibrp-ic-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, BT-95 or BT-12) is ""Intra-community supply"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Intra-community supply"".
[aligned-ibrp-ic-3]-An Invoice that contains a Document level allowance (ibg-2) where the Document level allowance tax category code (ibt-95) is ""Intra-community supply"" MUST contain the Seller tax Identifier (ibt-31) or the Seller tax representative tax identifier (ibt-63) and the Buyer tax identifier (ibt-48).
[aligned-ibrp-ic-6]-In a Document level allowance (ibg-2) where the Document level allowance tax category code (ibt-95) is ""Intra-community supply"" the Document level allowance tax rate (ibt-96) MUST be  (zero).
[aligned-ibrp-o-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Not subject to tax"" MUST contain exactly one tax breakdown group (ibg-23) with the tax category code (ibt-118) equal to ""Not subject to tax"".
[aligned-ibrp-o-3]-An Invoice that contains a Document level allowance (ibg-2) where the Document level allowance tax category code (ibt-95) is ""Not subject to tax"" MUST not contain the Seller tax identifier (ibt-31), the Seller tax representative tax identifier (ibt-63) or the Buyer tax identifier (ibt-48).
[aligned-ibrp-o-6]-A Document level allowance (ibg-2) where tax category code (ibt-95) is ""Not subject to tax"" MUST not contain a Document level allowance tax rate (ibt-96).
[aligned-ibrp-o-13]-An Invoice that contains a tax breakdown group (ibg-23) with a tax category code (ibt-118) ""Not subject to tax"" MUST not contain Document level allowances (ibg-2) where Document level allowance tax category code (ibt-95) is not ""Not subject to tax"".
[aligned-ibrp-s-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Standard rated"" MUST contain in the tax breakdown (ibg-23) at least one tax category code (ibt-118) equal with ""Standard rated"".
[aligned-ibrp-s-3]-An Invoice that contains a Document level allowance (ibg-2) where the Document level allowance tax category code (ibt-95) is ""Standard rated"" MUST contain the Seller tax Identifier (ibt-31), the Seller tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-s-6]-In a Document level allowance (ibg-2) where the Document level allowance tax category code (ibt-95) is ""Standard rated"" the Document level allowance tax rate (ibt-96) MUST be greater than zero.
[aligned-ibrp-z-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Zero rated"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Zero rated"".
[aligned-ibrp-z-3]-An Invoice that contains a Document level allowance (ibg-2) where the Document level allowance tax category code (ibt-95) is ""Zero rated"" MUST contain the Seller tax Identifier (ibt-31), the Seller tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-z-6]-In a Document level allowance (ibg-2) where the Document level allowance tax category code (ibt-95) is ""Zero rated"" the Document level allowance tax rate (ibt-96) MUST be  (zero)."
2440,ibt-092,Shared,1..1,,1..1,2,Document level allowance amount,請求書レベルの返金金額(税抜き),Amount,"The amount of an allowance, without TAX.",請求書レベルの返金金額(税抜き),返金金額(税抜き)。,,300,2910,cbc:Amount,udt:AmountType,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cbc:Amount,,,1..1,1..1,,,"[ibr-31]-Each Document level allowance (ibg-2) MUST have a Document level allowance amount (ibt-92).
[ibr-co-11]-Sum of allowances on document level (ibt-17) = Σ Document level allowance amount (ibt-92).",[ibr-cl-3]-currencyID MUST be coded using ISO code list 4217 alpha-3.,
2450,ibt-093,Shared,0..1,,0..1,2,Document level allowance base amount,請求書レベルの返金金額の基準となる金額,Amount,"The base amount that may be used, in conjunction with the document level allowance percentage, to calculate the document level allowance amount.",請求書レベルの返金金額の基準となる金額,請求書レベルの返金の率を乗じて請求書レベルの返金金額を算出する際に使用される基準金額。,,割引,2920,cbc:BaseAmount,udt:AmountType,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cbc:BaseAmount,,,0..1,0..1,,,,,
2460,ibt-094,Shared,0..1,,0..1,2,Document level allowance percentage,請求書レベルの返金の率,Percentage,"The percentage that may be used, in conjunction with the document level allowance base amount, to calculate the document level allowance amount.",請求書レベルの返金の率,請求書レベルの返金基準金額に乗じて、請求書レベルの返金金額を算出する際に使用されるパーセント。,,,2900,cbc:MultiplierFactorNumeric,udt:NumericType,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cbc:MultiplierFactorNumeric,,,0..1,0..1,,,,,
2470,ibt-097,Shared,0..1,,0..1,2,Document level allowance reason,請求書レベルの返金の理由,Text,"The reason for the document level allowance, expressed as text.",請求書レベルの返金の理由,請求書レベルの返金の理由をテキストで表現。,,,2890,cbc:AllowanceChargeReason,udt:TextType,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cbc:AllowanceChargeReason,,,0..1,0..n,CAR-3,,[ibr-33]-Each Document level allowance (ibg-2) MUST have a Document level allowance reason (ibt-97) or a Document level allowance reason code (ibt-98).,,
2480,ibt-098,Shared,0..1,,0..1,2,Document level allowance reason code,請求書レベルの返金の理由コード,Code,"The reason for the document level allowance, expressed as a code.",請求書レベルの返金の理由コード,請求書レベルの返金の理由コード。,,,2880,cbc:AllowanceChargeReasonCode,udt:CodeType,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cbc:AllowanceChargeReasonCode,,UNCL5189,0..1,0..1,,,[ibr-33]-Each Document level allowance (ibg-2) MUST have a Document level allowance reason (ibt-97) or a Document level allowance reason code (ibt-98).,"[ibr-cl-19]-Coded allowance reasons MUST belong to the UNCL 5189 code list
[ibr-cl-2]-Coded charge reasons MUST belong to the UNCL 7161 code list",
2490,ibt-095,Aligned,0..n,Aligned,1..1,2,Document level allowance TAX category code,請求書レベルの返金の課税分類コード,Code,A coded identification of what TAX category applies to the document level allowance.,請求書レベルの返金の課税分類コード,請求書レベルの返金に適用される課税分類コード。,日本では必須項目。,S,2940,cbc:ID,udt:IdentifierType,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cac:TaxCategory/cbc:ID,,UNCL535,1..1,0..1,CAR-2,[aligned-ibrp-32jp]-Each Document level allowance (ibg-2) MUST have a Document level allowance tax category code (ibt-95) and Document level allowance tax rate (ibt-96)..,,,"[aligned-ibrp-32]-Each Document level allowance (ibg-2) MUST have a Document level allowance tax category code (ibt-95).
[aligned-ibrp-ae-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Reverse charge"" MUST contain in the tax Breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Tax reverse charge""."
2500,ibt-095-1,Aligned,1..1,,1..1,3,Tax Scheme,税スキーマ,Code,A code indicating the type of tax,,,,,2990,cbc:ID,udt:IdentifierType,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cac:TaxCategory/cac:TaxScheme/cbc:ID,,,1..1,0..1,,,,,
2510,ibt-096,Aligned,0..1,,0..1,2,Document level allowance TAX rate,請求書レベルの返金の税率,Percentage,"The TAX rate, represented as percentage that applies to the document level allowance.",請求書レベルの返金の税率,請求書レベルの返金に適用される消費税率(パーセント)。,,10,2950,cbc:Percent,udt:PercentType,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cac:TaxCategory/cbc:Percent,,,0..1,0..1,,[aligned-ibrp-32jp]-Each Document level allowance (ibg-2) MUST have a Document level allowance tax category code (ibt-95) and Document level allowance tax rate (ibt-96)..,,,
2520,ibt-196,Aligned,0..1,Aligned,0..0,2,Document level allowance TAX exemption reason code,請求書レベルの返金の非課税理由テキスト,Text,A coded statement of the reason for why the document level allowance amount is exempted from TAX.,請求書レベルの返金の非課税理由テキスト,請求書レベルの返金が非課税または課税されない理由をテキストで表現。,日本では使用しない。,,2960,cbc:TaxExemptionReasonCode,udt:CodeType,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cac:TaxCategory/cbc:TaxExemptionReasonCode,,,0..0,0..1,prohibit,,,,
2530,ibt-197,Aligned,0..1,Aligned,0..0,2,Document level allowance TAX exemption reason text,請求書レベルの返金の非課税理由コード,Code,A textual statement of the reason why the document level allowance amount is exempted from TAX or why no TAX is being charged.,請求書レベルの返金の非課税理由コード,請求書レベルの返金が非課税または課税されない理由をコードで表現。,日本では使用しない。,,2970,cbc:TaxExemptionReason,udt:TextType,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cac:TaxCategory/cbc:TaxExemptionReason,,,0..0,0..n,prohibit,,,,
