Syn Sort,XPath,level,ref,datatype,occurrence
28490,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:RegistrationAddress/cac:Country,5,cac:Country,CountryType,0..1
28500,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:RegistrationAddress/cac:LocationCoordinate,5,cac:LocationCoordinate,LocationCoordinateType,0..n
28510,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:CorporateRegistrationScheme,4,cac:CorporateRegistrationScheme,CorporateRegistrationSchemeType,0..1
28520,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:CorporateRegistrationScheme/cbc:ID,5,cbc:ID,Identifier,0..1
28530,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:CorporateRegistrationScheme/cbc:Name,5,cbc:Name,Name,0..1
28540,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:CorporateRegistrationScheme/cbc:CorporateRegistrationTypeCode,5,cbc:CorporateRegistrationTypeCode,Code,0..1
28550,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:CorporateRegistrationScheme/cac:JurisdictionRegionAddress,5,cac:JurisdictionRegionAddress,AddressType,0..n
28560,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:ShareholderParty,4,cac:ShareholderParty,ShareholderPartyType,0..n
28570,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:ShareholderParty/cbc:PartecipationPercent,5,cbc:PartecipationPercent,Percent,0..1
28580,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Contact,3,cac:Contact,ContactType,0..1
28590,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Contact/cbc:ID,4,cbc:ID,Identifier,0..1
28600,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Contact/cbc:Name,4,cbc:Name,Name,0..1
28610,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Contact/cbc:Telephone,4,cbc:Telephone,Text,0..1
28620,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Contact/cbc:Telefax,4,cbc:Telefax,Text,0..1
28630,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Contact/cbc:ElectronicMail,4,cbc:ElectronicMail,Text,0..1
28640,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Contact/cbc:Note,4,cbc:Note,Text,0..n
28650,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Contact/cac:OtherCommunication,4,cac:OtherCommunication,CommunicationType,0..n
28660,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Contact/cac:OtherCommunication/cbc:ChannelCode,5,cbc:ChannelCode,Code,0..1
28670,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Contact/cac:OtherCommunication/cbc:Channel,5,cbc:Channel,Text,0..1
28680,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Contact/cac:OtherCommunication/cbc:Value,5,cbc:Value,Text,0..1
28690,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person,3,cac:Person,PersonType,0..n
28700,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cbc:ID,4,cbc:ID,Identifier,0..1
28710,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cbc:FirstName,4,cbc:FirstName,Name,0..1
28720,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cbc:FamilyName,4,cbc:FamilyName,Name,0..1
28730,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cbc:Title,4,cbc:Title,Text,0..1
28740,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cbc:MiddleName,4,cbc:MiddleName,Name,0..1
28750,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cbc:OtherName,4,cbc:OtherName,Name,0..1
28760,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cbc:NameSuffix,4,cbc:NameSuffix,Text,0..1
28770,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cbc:JobTitle,4,cbc:JobTitle,Text,0..1
28780,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cbc:NationalityID,4,cbc:NationalityID,Identifier,0..1
28790,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cbc:GenderCode,4,cbc:GenderCode,Code,0..1
28800,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cbc:BirthDate,4,cbc:BirthDate,Date,0..1
28810,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cbc:BirthplaceName,4,cbc:BirthplaceName,Text,0..1
28820,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cbc:OrganizationDepartment,4,cbc:OrganizationDepartment,Text,0..1
28830,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:Contact,4,cac:Contact,ContactType,0..1
28840,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:Contact/cbc:ID,5,cbc:ID,Identifier,0..1
28850,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:Contact/cbc:Name,5,cbc:Name,Name,0..1
28860,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:Contact/cbc:Telephone,5,cbc:Telephone,Text,0..1
28870,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:Contact/cbc:Telefax,5,cbc:Telefax,Text,0..1
28880,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:Contact/cbc:ElectronicMail,5,cbc:ElectronicMail,Text,0..1
28890,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:Contact/cbc:Note,5,cbc:Note,Text,0..n
28900,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:Contact/cac:OtherCommunication,5,cac:OtherCommunication,CommunicationType,0..n
28910,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount,4,cac:FinancialAccount,FinancialAccountType,0..1
28920,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cbc:ID,5,cbc:ID,Identifier,0..1
28930,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cbc:Name,5,cbc:Name,Name,0..1
28940,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cbc:AliasName,5,cbc:AliasName,Name,0..1
28950,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cbc:AccountTypeCode,5,cbc:AccountTypeCode,Code,0..1
28960,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cbc:AccountFormatCode,5,cbc:AccountFormatCode,Code,0..1
28970,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cbc:CurrencyCode,5,cbc:CurrencyCode,Code,0..1
28980,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cbc:PaymentNote,5,cbc:PaymentNote,Text,0..n
28990,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cac:FinancialInstitutionBranch,5,cac:FinancialInstitutionBranch,BranchType,0..1
29000,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cac:Country,5,cac:Country,CountryType,0..1
29010,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress,4,cac:ResidenceAddress,AddressType,0..1
29020,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:ID,5,cbc:ID,Identifier,0..1
29030,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:AddressTypeCode,5,cbc:AddressTypeCode,Code,0..1
29040,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:AddressFormatCode,5,cbc:AddressFormatCode,Code,0..1
29050,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:Postbox,5,cbc:Postbox,Text,0..1
29060,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:Floor,5,cbc:Floor,Text,0..1
29070,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:Room,5,cbc:Room,Text,0..1
29080,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:StreetName,5,cbc:StreetName,Name,0..1
29090,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:AdditionalStreetName,5,cbc:AdditionalStreetName,Name,0..1
29100,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:BlockName,5,cbc:BlockName,Name,0..1
29110,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:BuildingName,5,cbc:BuildingName,Name,0..1
29120,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:BuildingNumber,5,cbc:BuildingNumber,Text,0..1
29130,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:InhouseMail,5,cbc:InhouseMail,Text,0..1
29140,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:Department,5,cbc:Department,Text,0..1
29150,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:MarkAttention,5,cbc:MarkAttention,Text,0..1
29160,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:MarkCare,5,cbc:MarkCare,Text,0..1
29170,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:PlotIdentification,5,cbc:PlotIdentification,Text,0..1
29180,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:CitySubdivisionName,5,cbc:CitySubdivisionName,Name,0..1
29190,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:CityName,5,cbc:CityName,Name,0..1
29200,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:PostalZone,5,cbc:PostalZone,Text,0..1
29210,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:CountrySubentity,5,cbc:CountrySubentity,Text,0..1
29220,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:CountrySubentityCode,5,cbc:CountrySubentityCode,Code,0..1
29230,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:Region,5,cbc:Region,Text,0..1
29240,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:District,5,cbc:District,Text,0..1
29250,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:TimezoneOffset,5,cbc:TimezoneOffset,Text,0..1
29260,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cac:AddressLine,5,cac:AddressLine,AddressLineType,0..n
29270,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cac:Country,5,cac:Country,CountryType,0..1
29280,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cac:LocationCoordinate,5,cac:LocationCoordinate,LocationCoordinateType,0..n
29290,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:AgentParty,3,cac:AgentParty,PartyType,0..1
29300,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:ServiceProviderParty,3,cac:ServiceProviderParty,ServiceProviderPartyType,0..n
29310,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cbc:ID,4,cbc:ID,Identifier,0..1
29320,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cbc:ServiceTypeCode,4,cbc:ServiceTypeCode,Code,0..1
29330,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cbc:ServiceType,4,cbc:ServiceType,Text,0..n
29340,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact,4,cac:SellerContact,ContactType,0..1
29350,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact/cbc:ID,5,cbc:ID,Identifier,0..1
29360,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact/cbc:Name,5,cbc:Name,Name,0..1
29370,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact/cbc:Telephone,5,cbc:Telephone,Text,0..1
29380,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact/cbc:Telefax,5,cbc:Telefax,Text,0..1
29390,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact/cbc:ElectronicMail,5,cbc:ElectronicMail,Text,0..1
29400,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact/cbc:Note,5,cbc:Note,Text,0..n
29410,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact/cac:OtherCommunication,5,cac:OtherCommunication,CommunicationType,0..n
29420,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:PowerOfAttorney,3,cac:PowerOfAttorney,PowerOfAttorneyType,0..n
29430,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:PowerOfAttorney/cbc:ID,4,cbc:ID,Identifier,0..1
29440,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:PowerOfAttorney/cbc:IssueDate,4,cbc:IssueDate,Date,0..1
29450,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:PowerOfAttorney/cbc:IssueTime,4,cbc:IssueTime,Time,0..1
29460,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:PowerOfAttorney/cbc:Description,4,cbc:Description,Text,0..n
29470,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:FinancialAccount,3,cac:FinancialAccount,FinancialAccountType,0..1
29480,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:ID,4,cbc:ID,Identifier,0..1
29490,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:Name,4,cbc:Name,Name,0..1
29500,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:AliasName,4,cbc:AliasName,Name,0..1
29510,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:AccountTypeCode,4,cbc:AccountTypeCode,Code,0..1
29520,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:AccountFormatCode,4,cbc:AccountFormatCode,Code,0..1
29530,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:CurrencyCode,4,cbc:CurrencyCode,Code,0..1
29540,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:PaymentNote,4,cbc:PaymentNote,Text,0..n
29550,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:FinancialInstitutionBranch,4,cac:FinancialInstitutionBranch,BranchType,0..1
29560,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:FinancialInstitutionBranch/cbc:ID,5,cbc:ID,Identifier,0..1
29570,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:FinancialInstitutionBranch/cbc:Name,5,cbc:Name,Name,0..1
29580,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:FinancialInstitutionBranch/cac:FinancialInstitution,5,cac:FinancialInstitution,FinancialInstitutionType,0..1
29590,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:FinancialInstitutionBranch/cac:Address,5,cac:Address,AddressType,0..1
29600,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:Country,4,cac:Country,CountryType,0..1
29610,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:Country/cbc:IdentificationCode,5,cbc:IdentificationCode,Code,0..1
29620,/Invoice/cac:StatementDocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:Country/cbc:Name,5,cbc:Name,Name,0..1
29630,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification,2,cac:ResultOfVerification,ResultOfVerificationType,0..1
29640,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cbc:ValidatorID,3,cbc:ValidatorID,Identifier,0..1
29650,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cbc:ValidationResultCode,3,cbc:ValidationResultCode,Code,0..1
29660,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cbc:ValidationDate,3,cbc:ValidationDate,Date,0..1
29670,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cbc:ValidationTime,3,cbc:ValidationTime,Time,0..1
29680,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cbc:ValidateProcess,3,cbc:ValidateProcess,Text,0..1
29690,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cbc:ValidateTool,3,cbc:ValidateTool,Text,0..1
29700,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cbc:ValidateToolVersion,3,cbc:ValidateToolVersion,Text,0..1
29710,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty,3,cac:SignatoryParty,PartyType,0..1
29720,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:MarkCareIndicator,4,cbc:MarkCareIndicator,Indicator,0..1
29730,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:MarkAttentionIndicator,4,cbc:MarkAttentionIndicator,Indicator,0..1
29740,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:WebsiteURI,4,cbc:WebsiteURI,Identifier,0..1
29750,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:LogoReferenceID,4,cbc:LogoReferenceID,Identifier,0..1
29760,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:EndpointID,4,cbc:EndpointID,Identifier,0..1
29770,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:IndustryClassificationCode,4,cbc:IndustryClassificationCode,Code,0..1
29780,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyIdentification,4,cac:PartyIdentification,PartyIdentificationType,0..n
29790,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyIdentification/cbc:ID,5,cbc:ID,Identifier,1..1
29800,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyName,4,cac:PartyName,PartyNameType,0..n
29810,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyName/cbc:Name,5,cbc:Name,Name,1..1
29820,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Language,4,cac:Language,LanguageType,0..1
29830,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Language/cbc:ID,5,cbc:ID,Identifier,0..1
29840,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Language/cbc:Name,5,cbc:Name,Name,0..1
29850,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Language/cbc:LocaleCode,5,cbc:LocaleCode,Code,0..1
29860,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress,4,cac:PostalAddress,AddressType,0..1
29870,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:ID,5,cbc:ID,Identifier,0..1
29880,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:AddressTypeCode,5,cbc:AddressTypeCode,Code,0..1
29890,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:AddressFormatCode,5,cbc:AddressFormatCode,Code,0..1
29900,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:Postbox,5,cbc:Postbox,Text,0..1
29910,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:Floor,5,cbc:Floor,Text,0..1
29920,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:Room,5,cbc:Room,Text,0..1
29930,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:StreetName,5,cbc:StreetName,Name,0..1
29940,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:AdditionalStreetName,5,cbc:AdditionalStreetName,Name,0..1
29950,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:BlockName,5,cbc:BlockName,Name,0..1
29960,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:BuildingName,5,cbc:BuildingName,Name,0..1
29970,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:BuildingNumber,5,cbc:BuildingNumber,Text,0..1
29980,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:InhouseMail,5,cbc:InhouseMail,Text,0..1
29990,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:Department,5,cbc:Department,Text,0..1
30000,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:MarkAttention,5,cbc:MarkAttention,Text,0..1
30010,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:MarkCare,5,cbc:MarkCare,Text,0..1
30020,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:PlotIdentification,5,cbc:PlotIdentification,Text,0..1
30030,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:CitySubdivisionName,5,cbc:CitySubdivisionName,Name,0..1
30040,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:CityName,5,cbc:CityName,Name,0..1
30050,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:PostalZone,5,cbc:PostalZone,Text,0..1
30060,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:CountrySubentity,5,cbc:CountrySubentity,Text,0..1
30070,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:CountrySubentityCode,5,cbc:CountrySubentityCode,Code,0..1
30080,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:Region,5,cbc:Region,Text,0..1
30090,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:District,5,cbc:District,Text,0..1
30100,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:TimezoneOffset,5,cbc:TimezoneOffset,Text,0..1
30110,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cac:AddressLine,5,cac:AddressLine,AddressLineType,0..n
30120,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cac:Country,5,cac:Country,CountryType,0..1
30130,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cac:LocationCoordinate,5,cac:LocationCoordinate,LocationCoordinateType,0..n
30140,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation,4,cac:PhysicalLocation,LocationType,0..1
30150,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cbc:ID,5,cbc:ID,Identifier,0..1
30160,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cbc:Description,5,cbc:Description,Text,0..n
30170,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cbc:Conditions,5,cbc:Conditions,Text,0..n
30180,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cbc:CountrySubentity,5,cbc:CountrySubentity,Text,0..1
30190,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cbc:CountrySubentityCode,5,cbc:CountrySubentityCode,Code,0..1
30200,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cbc:LocationTypeCode,5,cbc:LocationTypeCode,Code,0..1
30210,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cbc:InformationURI,5,cbc:InformationURI,Identifier,0..1
30220,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cbc:Name,5,cbc:Name,Name,0..1
30230,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cac:ValidityPeriod,5,cac:ValidityPeriod,PeriodType,0..n
30240,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cac:Address,5,cac:Address,AddressType,0..1
30250,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cac:SubsidiaryLocation,5,cac:SubsidiaryLocation,LocationType,0..n
30260,/Invoice/cac:StatementDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cac:LocationCoordinate,5,cac:LocationCoordinate,LocationCoordinateType,0..n
