SemSort	ID	Section	PINT Cardinality	Aligned	Aligned Cardinality	Level	BT	BTja	DT	Desc	Descja			Example Value ()	Synt Sort	element	UBLdatatype	UBL syntax binding XPath	selectors	Code list	UBL Occurrence	CardinalityAlignment
1890	ibt-064	Aligned	0..1		0..1	3	Tax representative address line 1	1	Text	The main address line in an address.					2290	cbc:StreetName	udt:NameType	/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:StreetName			0..1	
1900	ibt-065	Aligned	0..1		0..1	3	Tax representative address line 2	2	Text	An additional address line in an address that can be used to give further details supplementing the main line.					2300	cbc:AdditionalStreetName	udt:NameType	/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:AdditionalStreetName			0..1	
1910	ibt-164	Aligned	0..1		0..1	3	Tax representative address line 3	3	Text	An additional address line in an address that can be used to give further details supplementing the main line.					2350	cbc:Line	udt:TextType	/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:AddressLine/cbc:Line			1..1	CAR-3
1920	ibt-066	Aligned	0..1		0..1	3	Tax representative city	 	Text	"The common name of the city, town or village, where the tax representative address is located."					2310	cbc:CityName	udt:NameType	/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:CityName			0..1	
1930	ibt-067	Aligned	0..1		0..1	3	Tax representative post code		Text	The identifier for an addressable group of properties according to the relevant postal service.					2320	cbc:PostalZone	udt:TextType	/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:PostalZone			0..1	
1940	ibt-068	Aligned	0..1		0..1	3	Tax representative country subdivision	 	Text	The subdivision of a country.					2330	cbc:CountrySubentity	udt:TextType	/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:CountrySubentity			0..1	
1950	ibt-069	Aligned	1..1		1..1	3	Tax representative country code		Code	A code that identifies the country.			ISO 31662		2370	cbc:IdentificationCode	udt:CodeType	/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:Country/cbc:IdentificationCode		ISO3166	0..1	CAR-2
1960	ibg-13	Shared	0..1		0..1	1	DELIVERY INFORMATION			A group of business terms providing information about where and when the goods and services invoiced are delivered.					2420	cac:Delivery	cac:DeliveryType	/Invoice/cac:Delivery			0..n	CAR-3
1970	ibt-070	Shared	0..1		0..1	2	Deliver to party name		Text	The name of the party to which the goods and services are delivered.				  	2590	cbc:Name	udt:NameType	/Invoice/cac:Delivery/cac:DeliveryParty/cac:PartyName/cbc:Name			1..1	CAR-3
1980	ibt-071	Shared	0..1		0..1	2	Deliver to location identifier	ID	Identifier	An identifier for the location at which the goods and services are delivered.	ID				2450	cbc:ID	udt:IdentifierType	/Invoice/cac:Delivery/cac:DeliveryLocation/cbc:ID			0..1	
1990	ibt-071-1	Shared	0..1		0..1	2	Scheme identifier	ID		"The identification scheme identifier of the Deliver to location identifier. If used, the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency."	IDIDISO/IEC 6523 	"For example, 0147 Standard Company Code. Partner identification code which is registered with JIPDEC/ECPC. Issuing agency: JIPDEC, Japan. It consists of company identification number (6 digit) + sub-number (6 digit). Company identification number (6 digit) is issued by JIPDEC, on the other hand, sub-number (6 digit), which is for identifying branch or division inside company, is issued and managed by each company."	ISO/IEC 6523 		2460	@schemeID	xsd:normalizedString	/Invoice/cac:Delivery/cac:DeliveryLocation/cbc:ID/@schemeID		ICD	0..1	
2000	ibt-072	Shared	0..1		0..1	2	Actual delivery date		Date	the date on which the supply of goods or services was made or completed.		The date is described in the Christian era and is YYYY-MM-DD. 	YYYY-MM-DD 	2023/11/04	2430	cbc:ActualDeliveryDate	udt:DateType	/Invoice/cac:Delivery/cbc:ActualDeliveryDate			0..1	
2010	ibg-14	Shared	0..1		0..1	2	INVOICING PERIOD			A group of business terms providing information on the invoice period.					1150	cac:InvoicePeriod	cac:PeriodType	/Invoice/cac:InvoicePeriod			0..n	CAR-3
2020	ibt-073	Shared	0..1		0..1	3	Invoicing period start date		Date	The date when the Invoice period starts.		The date is described in the Christian era and is YYYY-MM-DD. 	YYYY-MM-DD 	2023/11/01	1160	cbc:StartDate	udt:DateType	/Invoice/cac:InvoicePeriod/cbc:StartDate			0..1	
2030	ibt-074	Shared	0..1		0..1	3	Invoicing period end date		Date	The date when the Invoice period ends.		The date is described in the Christian era and is YYYY-MM-DD. 	YYYY-MM-DD 	2023/11/30	1170	cbc:EndDate	udt:DateType	/Invoice/cac:InvoicePeriod/cbc:EndDate			0..1	
2040	ibg-15	Shared	0..1		0..1	2	DELIVER TO ADDRESS			A group of business terms providing information about the address to which goods and services invoiced were or are delivered.					2470	cac:Address	cac:AddressType	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address			0..1	
2050	ibt-075	Shared	0..1		0..1	3	Deliver to address line 1	1	Text	The main address line in an address.				XX-X	2480	cbc:StreetName	udt:NameType	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:StreetName			0..1	
2060	ibt-076	Shared	0..1		0..1	3	Deliver to address line 2	2	Text	An additional address line in an address that can be used to give further details supplementing the main line.				3	2490	cbc:AdditionalStreetName	udt:NameType	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:AdditionalStreetName			0..1	
2070	ibt-165	Shared	0..1		0..1	3	Deliver to address line 3	3	Text	An additional address line in an address that can be used to give further details supplementing the main line.					2540	cbc:Line	udt:TextType	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:AddressLine/cbc:Line			1..1	CAR-3
2080	ibt-077	Shared	0..1		0..1	3	Deliver to city	 	Text	"The common name of the city, town or village, where the deliver to address is located."					2500	cbc:CityName	udt:NameType	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CityName			0..1	
2090	ibt-078	Shared	0..1		0..1	3	Deliver to post code		Text	The identifier for an addressable group of properties according to the relevant postal service.				001-00xx	2510	cbc:PostalZone	udt:TextType	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:PostalZone			0..1	
2100	ibt-079	Shared	0..1		0..1	3	Deliver to country subdivision	 	Text	The subdivision of a country.					2520	cbc:CountrySubentity	udt:TextType	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CountrySubentity			0..1	
2110	ibt-080	Shared	1..1		1..1	3	Deliver to country code		Code	A code that identifies the country.			ISO 31662	JP	2560	cbc:IdentificationCode	udt:CodeType	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country/cbc:IdentificationCode		ISO3166	0..1	CAR-2
2125	ibg-16	Aligned	0..n		0..n	1	PAYMENT INSTRUCTIONS			A group of business terms providing information about the payment.					2600	cac:PaymentMeans	cac:PaymentMeansType	/Invoice/cac:PaymentMeans			0..n	
2130	ibt-178	Aligned	0..1		0..1	2	Payment Instructions ID	ID	Identifier	An identifier for the payment instructions.	ID				2610	cbc:ID	udt:IdentifierType	/Invoice/cac:PaymentMeans/cbc:ID			0..1	
2140	ibt-081	Aligned	1..1		1..1	2	Payment means type code		Code	"The means, expressed as code, for how a payment is expected to be or has been settled."				3	2620	cbc:PaymentMeansCode	udt:CodeType	/Invoice/cac:PaymentMeans/cbc:PaymentMeansCode		UNCL4461	1..1	
2150	ibt-082	Shared	0..1		0..1	2	Payment means text		Text	A textual description of the means/methods by which the payment is expected to be or has been settled.				Credit transfer	2630	@name	xsd:string	/Invoice/cac:PaymentMeans/cbc:PaymentMeansCode/@name			0..1	
2160	ibt-083	Aligned	0..n		0..n	2	Remittance information		Text	A textual value used for payment routing or to establish a link between the payment and the Invoice.				Snippet1	2640	cbc:PaymentID	udt:IdentifierType	/Invoice/cac:PaymentMeans/cbc:PaymentID			0..n	
2170	ibt-083-1	Aligned	0..1		0..1	3	Scheme identifier	ID	Code	The identification of the identification scheme. As example ABA	IDABA				2650	@schemeID	xsd:normalizedString	/Invoice/cac:PaymentMeans/cbc:PaymentID/@schemeID			0..1	
2180	ibg-17	Aligned	0..1		0..1	2	CREDIT TRANSFER			A group of business terms to specify credit transfer payments.					2700	cac:PayeeFinancialAccount	cac:FinancialAccountType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount			0..1	
2190	ibt-084	Shared	1..1		1..1	3	Payment account identifier	ID	Identifier	"A unique identifier of the financial payment account, at a payment service provider, to which payment should be made."	IDIBAN(SEPA)			1.23412E+15	2710	cbc:ID	udt:IdentifierType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID			0..1	CAR-2
2200	ibt-084-1	Aligned	0..1		0..1	3	Scheme identifier	ID	Code	The identification of the identification scheme. As example IBAN	IDIDIBAN				2720	@schemeID	xsd:normalizedString	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID/@schemeID			0..1	
2210	ibt-085	Shared	0..1		0..1	3	Payment account name		Text	"The name of the payment account, at a payment service provider, to which payment should be made."				)	2730	cbc:Name	udt:NameType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:Name			0..1	
2220	ibt-086	Shared	0..1		0..1	3	Payment service provider identifier	ID	Identifier	An identifier for the payment service provider where a payment account is located.	ID				2750	cbc:ID	udt:IdentifierType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cbc:ID			0..1	
2230	ibg-34	0	0..1		0..1	2	FINANCIAL INSTITUTION ADDRESS			The address of the financial institution or its branch that holds the payment account.					2760	cac:Address	cac:AddressType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address			0..1	
2240	ibt-169	Aligned	0..1		0..1	3	Account address line 1	1	Text	The main address line in an address.					2770	cbc:StreetName	udt:NameType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:StreetName			0..1	
2250	ibt-170	Aligned	0..1		0..1	3	Account address line 2	2	Text	An additional address line in an address that can be used to give further details supplementing the main line.					2780	cbc:AdditionalStreetName	udt:NameType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:AdditionalStreetName			0..1	
2260	ibt-171	Aligned	0..1		0..1	3	Account city	 	Text	"The common name of the city, town or village, where the account address is located."					2790	cbc:CityName	udt:NameType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CityName			0..1	
2270	ibt-172	Aligned	0..1		0..1	3	Account post code		Text	The identifier for an addressable group of properties according to the relevant postal service.					2800	cbc:PostalZone	udt:TextType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:PostalZone			0..1	
2280	ibt-173	Aligned	0..1		0..1	3	Account country subdivision	 	Text	The subdivision of a country.					2810	cbc:CountrySubentity	udt:TextType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CountrySubentity			0..1	
2290	ibt-174	Aligned	0..1		0..1	3	Account address line 3	3	Text	An additional address line in an address that can be used to give further details supplementing the main line.					2830	cbc:Line	xsd:string	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:AddressLine/cbc:Line			1..1	CAR-3
2300	ibt-175	Aligned	0..1		0..1	3	Account country code		Code	A code that identifies the country.			ISO 31662		2850	cbc:IdentificationCode	udt:CodeType	/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:Country/cbc:IdentificationCode		ISO3166	0..1	
2310	ibg-18	Shared	0..1		0..1	2	PAYMENT CARD INFORMATION			A group of business terms providing information about card used for payment contemporaneous with invoice issuance.					2660	cac:CardAccount	cac:CardAccountType	/Invoice/cac:PaymentMeans/cac:CardAccount			0..1	
2320	ibt-087	Shared	1..1		1..1	3	Payment card primary account number		Text	The Primary Account Number (PAN) of the card used for payment.			PCI Security Standards Council 64		2670	cbc:PrimaryAccountNumberID	udt:IdentifierType	/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:PrimaryAccountNumberID			1..1	
2330	ibt-088	Shared	0..1		0..1	3	Payment card holder name		Text	The name of the payment card holder.					2690	cbc:HolderName	udt:NameType	/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:HolderName			0..1	
2340	ibg-19	Aligned	0..1		0..1	2	DIRECT DEBIT			A group of business terms to specify a direct debit.					2860	cac:PaymentMandate	cac:PaymentManudt:DateType	/Invoice/cac:PaymentMeans/cac:PaymentMandate			0..1	
2350	ibt-089	Shared	0..1		0..1	3	Mandate reference identifier	ID	Identifier	Unique identifier assigned by the Payee for referencing the direct debit mandate.	ID		SEPA()ID		2870	cbc:ID	udt:IdentifierType	/Invoice/cac:PaymentMeans/cac:PaymentMandate/cbc:ID			0..1	
2370	ibt-091	Shared	0..1		0..1	3	Debited account identifier	ID	Identifier	The account to be debited by the direct debit.	ID				2890	cbc:ID	udt:IdentifierType	/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:ID			0..1	
2380	ibg-35	Aligned	0..n		0..n	1	Paid amounts			Breakdown of the paid amount deducted from the amount due.					2950	cac:PrepaidPayment	cac:PaymentType	/Invoice/cac:PrepaidPayment			0..n	
2390	ibt-179	Aligned	0..1		0..1	2	Payment identifier	ID	Identifier	"An identifier that references the payment, such as bank transfer identifier."	IDID				2960	cbc:ID	udt:IdentifierType	/Invoice/cac:PrepaidPayment/cbc:ID			0..1	
2400	ibt-180	Aligned	0..1	Aligned	1..1	2	Paid amount		Amount	The amount of the payment in the invoice currency.					2970	cbc:PaidAmount	udt:AmountType	/Invoice/cac:PrepaidPayment/cbc:PaidAmount			0..1	CAR-2
2410	ibt-181	Aligned	0..1		0..1	2	The date when the paid amount is debited to the invoice.		Date	The date when the prepaid amount was received by the seller.		The date is described in the Christian era and is YYYY-MM-DD. 	YYYY-MM-DD 		2980	cbc:ReceivedDate	udt:DateType	/Invoice/cac:PrepaidPayment/cbc:ReceivedDate			0..1	
2420	ibt-182	Aligned	0..1		0..1	2	Payment type		Code	The type of the the payment.					2990	cbc:InstructionID	udt:IdentifierType	/Invoice/cac:PrepaidPayment/cbc:InstructionID			0..1	
2430	ibg-20	Shared	0..n		0..n	1	DOCUMENT LEVEL ALLOWANCES			A group of business terms providing information about allowances applicable to the Invoice as a whole.					3000	cac:AllowanceCharge	cac:AllowanceChargeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]	cbc:ChargeIndicator = false		0..n	
2440	ibt-092	Shared	1..1		1..1	2	Document level allowance amount	()	Amount	"The amount of an allowance, without TAX."	()			300	3050	cbc:Amount	udt:AmountType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount			1..1	
2450	ibt-093	Shared	0..1		0..1	2	Document level allowance base amount		Amount	"The base amount that may be used, in conjunction with the document level allowance percentage, to calculate the document level allowance amount."					3070	cbc:BaseAmount	udt:AmountType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount			0..1	
2460	ibt-094	Shared	0..1		0..1	2	Document level allowance percentage		Percentage	"The percentage that may be used, in conjunction with the document level allowance base amount, to calculate the document level allowance amount."					3040	cbc:MultiplierFactorNumeric	udt:NumericType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric			0..1	
2470	ibt-097	Shared	0..1		0..1	2	Document level allowance reason		Text	"The reason for the document level allowance, expressed as text."					3030	cbc:AllowanceChargeReason	udt:TextType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason			0..n	CAR-3
2480	ibt-098	Shared	0..1		0..1	2	Document level allowance reason code		Code	"The reason for the document level allowance, expressed as a code."					3020	cbc:AllowanceChargeReasonCode	udt:CodeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode		UNCL5189	0..1	
2490	ibt-095	Aligned	0..n	Aligned	1..1	2	Document level allowance TAX category code		Code	A coded identification of what TAX category applies to the document level allowance.		"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.
S Standard rate Consumption Tax
AA Lower rate Consumption Tax
E Exempt from Tax 
G Free export item, Consumption Tax not charged
O Outside scope of tax (The seller is not registered for Consumption Tax.)"		S	3100	cbc:ID	udt:IdentifierType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:ID		UNCL535	0..1	CAR-2
2500	ibt-096	Aligned	0..1		0..1	2	Document level allowance TAX rate		Percentage	"The TAX rate, represented as percentage that applies to the document level allowance."	()			10	3110	cbc:Percent	udt:PercentType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:Percent			0..1	
2510	ibt-196	Aligned	0..1	Aligned	0..0	2	Document level allowance TAX exemption reason code		Text	A coded statement of the reason for why the document level allowance amount is exempted from TAX.					3120	cbc:TaxExemptionReasonCode	udt:CodeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:TaxExemptionReasonCode			0..1	prohibit
2520	ibt-197	Aligned	0..1	Aligned	0..0	2	Document level allowance TAX exemption reason text		Code	A textual statement of the reason why the document level allowance amount is exempted from TAX or why no TAX is being charged.					3130	cbc:TaxExemptionReason	udt:TextType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:TaxExemptionReason			0..n	prohibit
2530	ibg-21	Shared	0..n		0..n	1	DOCUMENT LEVEL CHARGES			"A group of business terms providing information about charges and taxes other than TAX, applicable to the Invoice as a whole."	()				3160	cac:AllowanceCharge	cac:AllowanceChargeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]	cbc:ChargeIndicator = true		0..n	
2540	ibt-099	Shared	1..1		1..1	2	Document level charge amount	()	Amount	"The amount of a charge, without TAX."	()			200	3210	cbc:Amount	udt:AmountType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount			1..1	
2550	ibt-100	Shared	0..1		0..1	2	Document level charge base amount		Amount	"The base amount that may be used, in conjunction with the document level charge percentage, to calculate the document level charge amount."					3230	cbc:BaseAmount	udt:AmountType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount			0..1	
2560	ibt-101	Shared	0..1		0..1	2	Document level charge percentage		Percentage	"The percentage that may be used, in conjunction with the document level charge base amount, to calculate the document level charge amount."					3200	cbc:MultiplierFactorNumeric	udt:NumericType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric			0..1	
2570	ibt-104	Shared	0..1		0..1	2	Document level charge reason		Text	"The reason for the document level charge, expressed as text."					3190	cbc:AllowanceChargeReason	udt:TextType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason			0..n	CAR-3
2580	ibt-105	Shared	0..1		0..1	2	Document level charge reason code		Code	"The reason for the document level charge, expressed as a code."					3180	cbc:AllowanceChargeReasonCode	udt:CodeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode		UNCL7161	0..1	
2590	ibt-102	Aligned	0..n	Aligned	1..1	2	Document level charge TAX category code		Code	A coded identification of what TAX category applies to the document level charge.		"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.
S Standard rate Consumption Tax
AA Lower rate Consumption Tax
E Exempt from Tax 
G Free export item, Consumption Tax not charged
O Outside scope of tax (The seller is not registered for Consumption Tax.)"		S	3260	cbc:ID	udt:IdentifierType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:ID		UNCL535	0..1	CAR-2 CAR-3
2600	ibt-103	Aligned	0..1		0..1	2	Document level charge TAX rate		Percentage	"The TAX rate, represented as percentage that applies to the document level charge."	()			10	3270	cbc:Percent	udt:PercentType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:Percent			0..1	
2610	ibt-198	Aligned	0..1	Aligned	0..0	2	Document level charge TAX exemption reason code		Text	A coded statement of the reason for why the document level charge amount is exempted from TAX.					3280	cbc:TaxExemptionReasonCode	udt:CodeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:TaxExemptionReasonCode			0..1	prohibit
2620	ibt-199	Aligned	0..1	Aligned	0..0	2	Document level charge TAX exemption reason text		Code	A textual statement of the reason why the document level charge amount is exempted from TAX or why no TAX is being charged					3290	cbc:TaxExemptionReason	udt:TextType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:TaxExemptionReason			0..n	prohibit
2630	ibg-22	Shared	1..1		1..1	1	DOCUMENT TOTALS			A group of business terms providing the monetary totals for the Invoice.					3560	cac:LegalMonetaryTotal	cac:MonetaryTotalType	/Invoice/cac:LegalMonetaryTotal			1..1	
2640	ibt-106	Shared	1..1		1..1	2	Sum of Invoice line net amount		Amount	Sum of all Invoice line net amounts in the Invoice.		"Since there is no business custom of cash discount in Japan, ""net amount"" is interpreted as after discount. "		40000	3570	cbc:LineExtensionAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:LineExtensionAmount			1..1	
2650	ibt-107	Shared	0..1		0..1	2	Sum of allowances on document level		Amount	Sum of all allowances on document level in the Invoice.				300	3630	cbc:AllowanceTotalAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount			0..1	
2660	ibt-108	Shared	0..1		0..1	2	Sum of charges on document level		Amount	Sum of all charges on document level in the Invoice.				200	3650	cbc:ChargeTotalAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount			0..1	
2670	ibt-109	Shared	1..1		1..1	2	Invoice total amount without TAX	()	Amount	The total amount of the Invoice without TAX.	()		jbt-109 = jbt-116 	3900	3590	cbc:TaxExclusiveAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount			0..1	CAR-2
2680	ibt-110	Shared	1..1		1..1	2	Invoice total TAX amount		Amount	The total TAX amount for the Invoice.			jbt-110 =  jbt-117 	400	3330	cbc:TaxAmount	udt:AmountType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cbc:TaxAmount			1..1	
2690	ibt-112	Shared	1..1		1..1	2	Invoice total amount with TAX	()	Amount	The total amount of the Invoice with tax.	()		jbt-112 = jbt-109 () + jbt-110 	4300	3610	cbc:TaxInclusiveAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount			0..1	CAR-2
2700	ibt-113	Shared	0..1		0..1	2	Paid amount		Amount	The sum of amounts which have been paid in advance.					3670	cbc:PrepaidAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:PrepaidAmount			0..1	
2710	ibt-114	Shared	0..1		0..1	2	Rounding amount		Amount	The amount to be added to the invoice total to round the amount to be paid.					3690	cbc:PayableRoundingAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount			0..1	
2720	ibt-115	Shared	1..1		1..1	2	Amount due for payment		Amount	The outstanding amount that is requested to be paid.				4300	3710	cbc:PayableAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount			1..1	
2730	ibg-37	Aligned	0..1		0..1	1	DOCUMENT TOTALS IN TAX ACCOUNTING CURRENCY			A group of business terms providing the monetary totals for the Invoice in the tax accounting currency.					3470	cac:TaxTotal	cac:TaxTotalType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]	cac:TaxTotal/TaxAmount/@currency = cbc:TaxCurrencyCode		0..n	CAR-3
2740	ibt-111	Aligned	0..1		0..1	2	Invoice total TAX amount in tax accounting currency		Amount	The TAX total amount expressed in the accounting currency accepted or required in the country of the Seller.		The currency code must be the one listed in the ISO 4217 Currency codes.	ISO 4217 Currency codes 		3480	cbc:TaxAmount	udt:AmountType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cbc:TaxAmount			1..1	CAR-1
2750	ibg-38	Aligned	0..1	Aligned	1..n	2	TAX BREAKDOWN IN ACCOUNTING CURRENCY			"A group of business terms providing information about TAX breakdown by different categories, rates and exemption reasons in the invoice accounting currency."					3500	cac:TaxSubtotal	cac:TaxSubtotalType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal			0..n	CAR-2
2780	ibt-190	Aligned	0..1		0..1	3	TAX category tax amount in accounting currency		Amount	The total TAX amount for a given TAX category in the invoice accounting currency.					3510	cbc:TaxAmount	udt:AmountType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxAmount			1..1	CAR-1
2790	ibt-192	Aligned	0..1	Aligned	1..1	3	TAX category code for tax category tax amount in accounting currency		Code	Coded identification of a TAX category in the invoice accounting currency.	 				3540	cbc:ID	udt:IdentifierType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:ID		UNCL535	0..1	
2800	ibt-193	Aligned	0..1		0..1	3	TAX category rate for tax category tax amount in accounting currency		Percentage	"The TAX rate, represented as percentage that applies for the relevant TAX category in the invoice accounting currency."					3550	cbc:Percent	udt:PercentType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent			0..1	
2810	ibg-23	Aligned	1..n		1..n	1	TAX BREAKDOWN			"A group of business terms providing information about TAX breakdown by different categories, rates and exemption reasons"	/				3350	cac:TaxSubtotal	cac:TaxSubtotalType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal			0..n	CAR-2
2820	ibt-116	Aligned	1..1		1..1	2	TAX category taxable amount		Amount	Sum of all taxable amounts subject to a specific TAX category code and TAX category rate (if the TAX category rate is applicable).	/			4000	3360	cbc:TaxableAmount	udt:AmountType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxableAmount			0..1	CAR-2
2830	ibt-117	Aligned	1..1		1..1	2	TAX category tax amount		Amount	The total TAX amount for a given TAX category.				400	3380	cbc:TaxAmount	udt:AmountType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxAmount			1..1	
2840	ibt-118	Aligned	1..1		1..1	2	TAX category code		Code	Coded identification of a TAX category.	()			S	3410	cbc:ID	udt:IdentifierType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:ID		UNCL535	0..1	CAR-2
